experiment_id,well,job_hash,optuna_trial_number,val_smape_agg,val_smape_cum,architecture_name,feature_kind,use_known_good,data_sample,lag_window,horizon,epochs,patience,batch_size,learning_rate,test_size,val_size,aggregation_method,evaluate_by_slice,aggregation_quantiles,plot,scenario,band,show_components,seed,ensemble_models,physics_strategy,trend_degree,architecture_profile,profile_group,campaign,dataset,architecture,val_smape_cum_norm,val_smape_agg_norm,weighted_score
UNISIM_IV_P12_Seq2Trend_trial_243,P12,178dd8aac823b8d3758290a40997da91,243,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_198,P12,f1742b40c44e9ea4bf25615a29bf3655,198,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_210,P12,84bc969115e5f8120b581b94f3169ac1,210,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_219,P12,893f4f2d3ad6243646fd78db7dc99798,219,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_211,P12,3fb1627f0fbc425ab9a343ac29eaad5b,211,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_158,P12,f80cf2b5977664e438560a66c3013840,158,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_184,P12,27a775bfc3959df93f15026ee8fda179,184,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_189,P12,a0481e0ef7ad3a88e30cc649e8b1736d,189,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_195,P12,2879db0e4ed94ea1bfed1faf7c6d22d7,195,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_215,P12,93366a9b928be38299e1a485fc2f181f,215,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_168,P12,ea9f454185c05dbcc01b79a517d55da9,168,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_238,P12,17391d3fc06699c7a68aaf1285b09b14,238,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_177,P12,ff57c45c3b5906dc2e79ee5ce20456e0,177,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_180,P12,1b41b9c8abe1516116cfea2d54402f00,180,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_153,P12,8170aaad8a731fddd283bbb96ff5fa9d,153,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_181,P12,e864467f611cd4d064d7473dad93f27a,181,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_176,P12,578848320d19716b50eebcdd1d4f8a55,176,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_228,P12,542480706084f5e0b364ea9cbdb35860,228,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_193,P12,c02fda74941798f332929df1867c1d2b,193,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_229,P12,76b68c8037bda2549eb8248ba911054f,229,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_185,P12,ddedeabf2d8c7c9674dc049e926ca0b7,185,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_175,P12,3da5fc2a965e2b74d444695186e2f8b8,175,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_217,P12,648238a0852c750c3740a2d10d1c2369,217,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_230,P12,539ab5cb4f9853004cb4f0de3c1db158,230,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_232,P12,114b291e645224d21d1bce3717b178a0,232,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_204,P12,d4680e15cc4f95877ce2fd64d7f5ee9b,204,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_248,P12,c7b1b2fd303d339a0705688ac18ccc46,248,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_188,P12,5902fa39726c58cf0461e532664b7c4c,188,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_222,P12,ad83c7ff88e19b1c725dfc0881d875c5,222,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_159,P12,af1a143b9d1cd85e24e0f33a6ae31575,159,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_205,P12,57cc76fea7975fe9dcf6b60d9381601e,205,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_227,P12,b349fb4f1764bb65942d97056eddfde5,227,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_154,P12,513605b94bd937a51e4f771039295013,154,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_187,P12,84fe58907b8595b42c4188cbbbe5e720,187,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_155,P12,bb03d0539fc49aff500390fdd056f09f,155,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_221,P12,a675ee7049497a10660305f1ba29f913,221,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_233,P12,05d8d5f362a39e16dc7c72c72d02f1c8,233,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_201,P12,57a75879b4ed74db1e8436a09e4148ec,201,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_167,P12,e415aaee294b18ff783d30b87bdead18,167,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_191,P12,577484a79f903fac30748e36075a3d50,191,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_239,P12,18c8b3732a82b22ef4e4f6d882349bee,239,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_216,P12,2725ccf3244b6f3e4b4882e08c270d49,216,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_234,P12,a99f9ff240fd33f499c88a6b7debdcb8,234,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_240,P12,25e76f2bd3bbf7f376580d63b19e4452,240,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_218,P12,5744fc4079177ecb95297e9949da3e6a,218,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_173,P12,030d5b193e28108929de7c1e8a4eb987,173,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_150,P12,ed3176a18295db18bdd75d1b05a6b207,150,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_183,P12,a25ae5c7fafa2a885b6aa6cf4da3cd2a,183,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_235,P12,47646f13694be2a923357875722f2003,235,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_166,P12,d8c0f697b538f6985a59ec0b318d5745,166,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_246,P12,a73f320ec3c97f416e5ebe787013e71c,246,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_224,P12,b9c0050961c74e48a6ba2402afe856b0,224,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_214,P12,65939710e7545b080ed815c61be6468e,214,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_161,P12,e1a3b5eaf4a9aa0322175b99091e554b,161,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_249,P12,86cd214d5c361fa72e848db9f9fe994a,249,4.765182575074276,0.3594535707132683,Seq2Trend,Normal,False,0.01,300,300,20,20,16,0.001,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,static,3,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.27,0.03333333333333333,0.6066666666666667
UNISIM_IV_P12_Seq2Trend_trial_262,P12,fc7f1d16b226bdc28b52cbfa2a918efa,262,91.27135201070185,17.478237955991254,Seq2Trend,Normal,False,0.99,300,300,50,20,8,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,4,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.9863888888888889,0.9863888888888889,3.9455555555555555
UNISIM_IV_P12_Seq2Trend_trial_283,P12,c79e4c02e2d3feede2ab0c59f431e6be,283,91.27135201070185,17.478237955991254,Seq2Trend,Normal,False,0.99,300,300,50,20,8,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,4,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.9863888888888889,0.9863888888888889,3.9455555555555555
UNISIM_IV_P12_Seq2Trend_trial_285,P12,16dddca9574da74130a81659b41cf6a9,285,91.27135201070185,17.478237955991254,Seq2Trend,Normal,False,0.99,300,300,50,20,8,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,4,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.9863888888888889,0.9863888888888889,3.9455555555555555
UNISIM_IV_P12_Seq2Trend_trial_269,P12,e998c88c44cba8ed73b02a7c358d1a42,269,91.27135201070185,17.478237955991254,Seq2Trend,Normal,False,0.99,300,300,50,20,8,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,4,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.9863888888888889,0.9863888888888889,3.9455555555555555
UNISIM_IV_P12_Seq2Trend_trial_270,P12,40e8d115a2b1358b147068892babf1a0,270,91.27135201070185,17.478237955991254,Seq2Trend,Normal,False,0.99,300,300,50,20,8,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,4,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.9863888888888889,0.9863888888888889,3.9455555555555555
UNISIM_IV_P12_Seq2Trend_trial_266,P12,570f014a868d392c6cd401d0c7bd5d5e,266,91.27135201070185,17.478237955991254,Seq2Trend,Normal,False,0.99,300,300,50,20,8,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,4,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.9863888888888889,0.9863888888888889,3.9455555555555555
UNISIM_IV_P12_Seq2Trend_trial_277,P12,7544c4deda19f3a3418cd578b4264841,277,91.27135201070185,17.478237955991254,Seq2Trend,Normal,False,0.99,300,300,50,20,8,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,4,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.9863888888888889,0.9863888888888889,3.9455555555555555
UNISIM_IV_P12_Seq2Trend_trial_272,P12,976f6c304891e0a2f268ca4116b8db7d,272,91.27135201070185,17.478237955991254,Seq2Trend,Normal,False,0.99,300,300,50,20,8,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,4,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.9863888888888889,0.9863888888888889,3.9455555555555555
UNISIM_IV_P12_Seq2Trend_trial_296,P12,5d004227b84b44dabaa58b3caeb53db1,296,91.27135201070185,17.478237955991254,Seq2Trend,Normal,False,0.99,300,300,50,20,8,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,4,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.9863888888888889,0.9863888888888889,3.9455555555555555
UNISIM_IV_P12_Seq2Trend_trial_273,P12,40245d0a1cc3d029feadd924edb39844,273,91.27135201070185,17.478237955991254,Seq2Trend,Normal,False,0.99,300,300,50,20,8,0.05,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,,False,42,1,arps,4,,default_group,UNISIM_IV_P12_Seq2Trend,UNISIM_IV,Seq2Trend,0.9863888888888889,0.9863888888888889,3.9455555555555555
