status,job_hash,well,experiment_id,output_path,val_smape_agg,val_smape_cum,error,config,metadata
success,0d6e7cf1516aaad80c3b1cfea7a58a01,P14,UNISIM_IV_P14_Seq2Trend_trial_37,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/0d6e7cf1516aaad80c3b1cfea7a58a01.json,12.122013385094744,2.4915443592677065,,,
success,a4bde9ba90031922305f073f58b7545e,P14,UNISIM_IV_P14_Seq2Trend_trial_38,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/a4bde9ba90031922305f073f58b7545e.json,13.599114259742157,2.7987739105571285,,,
success,17faa6dd1afc249d8dfde3ad8d7478a5,P14,UNISIM_IV_P14_Seq2Trend_trial_39,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/17faa6dd1afc249d8dfde3ad8d7478a5.json,12.934524134167983,2.6925119601768235,,,
success,4a39f59ddcf40bb4c3d9eff2e05b9926,P14,UNISIM_IV_P14_Seq2Trend_trial_40,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/4a39f59ddcf40bb4c3d9eff2e05b9926.json,42.74015427607753,8.694474616139857,,,
success,06bd7dac906b9e885923b45f47d0fc0c,P14,UNISIM_IV_P14_Seq2Trend_trial_41,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/06bd7dac906b9e885923b45f47d0fc0c.json,12.5178954026543,2.5866450912076795,,,
success,1d380f54e3ec60b67c6d6fc145f6db38,P14,UNISIM_IV_P14_Seq2Trend_trial_42,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/1d380f54e3ec60b67c6d6fc145f6db38.json,10.80042638930499,2.2171037108805423,,,
success,5eb99203ca69f93e0919d8519f391914,P14,UNISIM_IV_P14_Seq2Trend_trial_43,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/5eb99203ca69f93e0919d8519f391914.json,14.810318904285754,3.0949909017500365,,,
success,9f297c24620f5a12baecd5cb0cda60c7,P14,UNISIM_IV_P14_Seq2Trend_trial_44,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/9f297c24620f5a12baecd5cb0cda60c7.json,13.59311139962884,2.825745363773419,,,
success,10d9697866dbafb538a1979ffd6d5252,P14,UNISIM_IV_P14_Seq2Trend_trial_45,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/10d9697866dbafb538a1979ffd6d5252.json,13.374534464131058,2.7869193881304333,,,
success,c12dafc4584af89418ec46999ed6af4f,P14,UNISIM_IV_P14_Seq2Trend_trial_46,/home/gabriel/Documentos/Equinor/src/experiment_configs/results/UNISIM_IV_P14_Seq2Trend_cycle_1/results/c12dafc4584af89418ec46999ed6af4f.json,25.047132505737522,5.275798103809053,,,
